Vendor Name,Vendor Overview,Product Name,Product Description,Legal Functionality,Functionality Sub-Category,Main problem solved,Primary User Segment,Maturity Entry Level,Regions Served,AI Powered,AI Platform Type,Hosting Location,Pricing Model,Demo / Proof of Concept Available,Adoption Level,Ease of Purchase,Deployment Model,Industry Focus,Languages Supported,HQ,Office Locations,Hosting Provider,ISO Certifications,Security & Compliance Certifications,Approx. Price Range (AUD),Customer Reviews,Customer Feedback Rating,Vendor Website,Vendor Contact Details,popularity_score,google_trends_score
CORTO,"CORTO provides AI-powered tools for legal professionals, focusing on drafting, research, analysis, and automation with zero configuration required.",CORTO,"CORTO is an AI-powered platform for legal professionals that offers tools for drafting, research, analysis, and automation, integrating seamlessly with cloud storage.",AI Legal Assistants & Productivity Tools,"Document drafting,legal research,matter analysis","Automates legal drafting, research, and analysis to improve efficiency and accuracy for legal professionals.",Corporate legal; Private practice,Enterprise-grade,,Yes,Natural Language Processing (NLP) / Text Analytics; Conversational / Copilot Layer,,Freemium / Free Trial,Yes,,Very Easy,Cloud (SaaS),Corporate,English only,,,AWS,,SOC 2 (Type I or II),,,,https://www.docorto.ai,,50.0,88.44444444444444
Counsel Stack,"Counsel Stack provides legal intelligence at scale, offering accurate and authoritative research for legal practice.",Counsel Stack,"Counsel Stack is a legal research tool that provides accurate and authoritative research for legal practice, designed to empower legal professionals.",Legal Research & Insights,,"Provides reliable and efficient legal research capabilities, reducing time spent on research and increasing accuracy.",Corporate legal,Advanced,North America (US & Canada),Yes,Large Language Model (LLM) Platforms,,Freemium / Free Trial,Yes,Emerging / New Entrant,Very Easy,Cloud (SaaS),Corporate,English only,,,,,,,,,https://www.counselstack.com,ai@counselstack.com,60.0,13.77777777777778
"CounselPro, Inc.",CounselPro provides AI-powered forensic accounting tools for lawyers to organize and analyze financial records.,Daystrom™ AI,"Daystrom™ AI helps small law firms uncover hidden assets, analyze spending patterns, and build compelling financial evidence for every case.","Litigation, Disputes & Investigations",Forensic accounting and financial analysis for legal cases.,Transforms static financial statements into legal strategy by uncovering hidden assets and analyzing spending patterns.,Corporate legal; Private practice,Advanced,,Yes,Natural Language Processing (NLP) / Text Analytics; Recommendation & Decision Support Systems,,Subscription (SaaS),,Growing Adoption,Easy,Cloud (SaaS),Corporate,English only,,,,,,<$10K,,,https://www.counselpro.ai,"'+1 (646) 921-9994, support@counselpro.ai",69.0,0.0
CourtAid,CounselPro provides AI-powered forensic accounting tools for lawyers to organize and analyze financial records.,CourtAid.ai,"An AI-powered legal research tool that provides access to a vast library of legal documents and offers features like smart semantic search, AI-powered chat, and PDF deep dive.",Legal Research & Insights,AI-powered legal research and document analysis,Reduces legal research time by providing quick access to relevant legal documents and insights.,Corporate legal; Private practice; Legal Operations Professionals,Enterprise-grade,Australia; United Kingdom; New Zealand,Yes,Large Language Model (LLM) Platforms; Natural Language Processing (NLP) / Text Analytics,,Tiered / Plan-Based,Yes,Growing Adoption,Easy,Cloud (SaaS),Other / Not Specified,English only,,,,,,,Positive reviews highlighting efficiency and ease of use.,,https://courtaid.ai,"[email protected], 0450882218",77.0,0.0
Crimson,CounselPro provides AI-powered forensic accounting tools for lawyers to organize and analyze financial records.,Crimson,"AI productivity platform designed for litigation lawyers, offering case management, document analysis, and drafting support.","Litigation, Disputes & Investigations",Case management and document analysis for litigation,Streamlines case management and document analysis for litigation lawyers.,Litigation / Disputes Teams,Enterprise-grade,United States; Europe (UK & EU); Australia,Yes,Natural Language Processing (NLP) / Text Analytics,Multi-Region / Distributed Cloud,,,,,Cloud (SaaS),Other / Not Specified,English only,,,Azure,,SOC 2 (Type I or II),,,,https://www.crimson.law,,55.5,66.74074074074075
CTRL AI,"CTRL AI activates efficiency and productivity opportunities in enterprises by fusing expertise and Agentic AI to automate cognitive processing, focusing on legal, compliance, and risk areas.",Ctrl Disputes,"AI-powered platform to assess legal cases using evidence and playbooks, recommending case strategy and drafting relevant documentation.","Litigation, Disputes & Investigations",Dispute resolution and case management,Automates legal case assessment and documentation to improve efficiency and consistency.,Corporate legal; Compliance & Risk Teams,Advanced,,Yes,Natural Language Processing (NLP) / Text Analytics; Recommendation & Decision Support Systems,,Enterprise Custom Quote,,Emerging / New Entrant,Complex,Cloud (SaaS),Corporate,English only,"125 Deansgate, Manchester, M3 2BY","125 Deansgate, Manchester, M3 2BY",,,,,,,https://www.ctrl-ai.co.uk,[email protected],57.0,41.44444444444444
Curvestone,CurvestoneAI is a platform that enables Legal & Compliance professionals to harness the power of the latest Generative AI technology to automate workflows and improve efficiency.,WorkflowGPT,"AI-enabled workflow automation for regulated, document-heavy operations, designed for legal & compliance professionals.","Compliance, Risk & Governance",Workflow automation for legal and compliance tasks.,"Automates complex tasks with AI flows, providing a transparent, defensible trail for regulators or internal audits.",Corporate legal; Compliance & Risk Teams,Enterprise-grade,Europe (UK & EU),Yes,Large Language Model (LLM) Platforms,Europe / UK,Subscription (SaaS),Yes,Growing Adoption,Moderate,Cloud (SaaS),Corporate,English only,"55a Fermoy Road, London, W9 3NJ, England",,Azure,ISO 27001,,,Testimonials from legal professionals highlight the platform's potential and flexibility.,,https://www.workflowgpt.ai,"Registered Office: 55a Fermoy Road, London, W9 3NJ, England",77.0,3.092592592592593
Darrow,"Darrow provides legal intelligence solutions that help legal teams identify, evaluate, and act on high-value legal risks and opportunities using advanced AI technology.",Darrow Platform,"The Darrow Platform is a legal intelligence command center that helps legal teams discover, evaluate, and act on litigation risks and opportunities using AI technology.","Litigation, Disputes & Investigations",Legal risk management and opportunity identification,Identifying and acting on legal risks and opportunities before they escalate.,Litigation / Disputes Teams,Advanced,,Yes,Natural Language Processing (NLP) / Text Analytics,,Subscription (SaaS),Yes,Growing Adoption,Moderate,Cloud (SaaS),Corporate,English only,,,,,,,,,https://www.darrow.ai,,68.5,60.833333333333336
Data Pro,"Data Pro is an IT partner specializing in AI-powered legal and business data intelligence platforms, offering services in application development, mobile development, and IT & business consulting.",Ozmosys,"Ozmosys is a market-leading tool providing legal departments with consolidated, high-quality information from key content providers on a single platform, using AI and NLP to transform unstructured data into actionable insights.",Legal Operations & Analytics,AI-powered legal and business data intelligence,"Consolidates high-quality legal information and transforms unstructured data into actionable insights, eliminating information overload.",Corporate legal,Enterprise-grade,,Yes,Natural Language Processing (NLP) / Text Analytics,,Enterprise Custom Quote,,Growing Adoption,Moderate,Cloud (SaaS),Corporate,English only,"Lexington, MA, USA","Ukraine, USA",,,GDPR Compliance (EU),,,,https://dataprocorp.tech,"12 Courtyard Pl, Lexington, MA 02420, (617)319-0174, corp@dataprocorp.tech",74.0,31.185185185185187
DealCloser Inc.,DealCloser is a transaction management platform designed to streamline and automate the deal-closing process for legal professionals.,DealCloser,"DealCloser is a comprehensive transaction management solution that optimizes processes for faster, secure, and efficient deal outcomes.","Cross-Border, Transactions & Deal Management","Transaction management,document automation,e-signature integration","Automates and streamlines the deal-closing process, reducing manual tasks and increasing efficiency.",Corporate legal; Private practice,,North America (US & Canada),No,,,Subscription (SaaS),,Growing Adoption,Easy,Cloud (SaaS),Corporate,English only,"Edmonton, AB, Canada",,,,,,Positive reviews highlighting efficiency and ease of use.,,https://www.dealcloser.com,info@dealcloser.com,37.0,1.851851851851852
DecoverAI,"DecoverAI is an AI-powered legal intelligence platform that transforms legal workflows with cutting-edge AI, delivering unmatched accuracy, speed, and cost efficiency.",DecoverAI Legal Intelligence Platform,"An AI-powered platform that empowers legal professionals to streamline workflows, enhance case law analysis, compliance insights, and strategic decision-making.",AI Legal Assistants & Productivity Tools,"Legal intelligence,document review,compliance checks,strategy generation,and document drafting.","Streamlines legal workflows, reduces document review time, enhances decision-making, and reduces operational costs.",Corporate legal; Private practice,Enterprise-grade,,Yes,Large Language Model (LLM) Platforms; Predictive / Machine Learning (ML) Platforms; Natural Language Processing (NLP) / Text Analytics,,Per Seat / License,Yes,Growing Adoption,Easy,Cloud (SaaS),Corporate,Multilingual (supports major global languages),,,,,,,,,https://www.decover.ai,,73.5,0.0
DeepIP,"DeepIP is an AI patent assistant designed to streamline the patent workflow, including patentability, drafting, reviewing, and prosecution, with a focus on security and compliance.",DeepIP,"DeepIP is an AI-powered tool that assists patent professionals in drafting, reviewing, and prosecuting patents efficiently, with features like prior art analysis, automatic quality control, and Microsoft Word integration.","Intellectual Property, Technology & Data",Patent drafting and prosecution automation,Automates and enhances the efficiency of patent drafting and prosecution processes.,Intellectual Property Teams,Enterprise-grade,North America (US & Canada); Europe (UK & EU),Yes,Natural Language Processing (NLP) / Text Analytics; Domain-Specific or Proprietary AI Engines,United States,Subscription (SaaS),Yes,Growing Adoption,Moderate,Cloud (SaaS),Corporate,English only,,,Azure,ISO 27001,SOC 2 (Type I or II),,"Positive feedback from IP professionals and law firms, highlighting efficiency improvements and seamless integration.",,https://www.deepip.ai,,80.0,21.61111111111111
